active_debris_updated,,,,,,,,,,,,,,,,,,,,,,,,
INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER,satname
2022-151CP,54344,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.33,98.85,910.0,828.0,,,0,SMALL,9331,2022,151,CP,Y,CZ-6A DEB,2022-151CP,54344,
2022-151DG,54384,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,101.21,98.77,842.0,790.0,,,0,SMALL,9331,2022,151,DG,Y,CZ-6A DEB,2022-151DG,54384,
2022-151DR,54393,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,106.0,98.53,1275.0,807.0,,,0,SMALL,9331,2022,151,DR,Y,CZ-6A DEB,2022-151DR,54393,
2022-151EJ,54410,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,99.87,98.71,844.0,660.0,,,0,MEDIUM,9331,2022,151,EJ,Y,CZ-6A DEB,2022-151EJ,54410,
2022-151FD,54429,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,103.94,99.03,1067.0,823.0,,,0,SMALL,9331,2022,151,FD,Y,CZ-6A DEB,2022-151FD,54429,
2022-151FF,54431,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.64,98.97,968.0,799.0,,,0,SMALL,9331,2022,151,FF,Y,CZ-6A DEB,2022-151FF,54431,
2022-151FL,54436,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,100.71,98.6,865.0,720.0,,,0,SMALL,9331,2022,151,FL,Y,CZ-6A DEB,2022-151FL,54436,
2022-151GM,54461,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.97,99.0,992.0,806.0,,,0,SMALL,9331,2022,151,GM,Y,CZ-6A DEB,2022-151GM,54461,
2022-151GT,54467,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,99.64,98.62,812.0,671.0,,,0,SMALL,9331,2022,151,GT,Y,CZ-6A DEB,2022-151GT,54467,
2022-151JX,54519,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,99.62,98.54,826.0,654.0,,,0,SMALL,9331,2022,151,JX,Y,CZ-6A DEB,2022-151JX,54519,
2022-151KL,54532,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,99.42,98.63,822.0,640.0,,,0,MEDIUM,9331,2022,151,KL,Y,CZ-6A DEB,2022-151KL,54532,
2022-151KT,54543,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,99.28,98.75,805.0,643.0,,,0,SMALL,9331,2022,151,KT,Y,CZ-6A DEB,2022-151KT,54543,
2022-151KZ,54549,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,99.77,98.58,825.0,670.0,,,0,SMALL,9331,2022,151,KZ,Y,CZ-6A DEB,2022-151KZ,54549,
2022-151LB,54551,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.91,98.86,972.0,820.0,,,0,MEDIUM,9331,2022,151,LB,Y,CZ-6A DEB,2022-151LB,54551,
2022-151ML,54584,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.9,98.89,986.0,806.0,,,0,SMALL,9331,2022,151,ML,Y,CZ-6A DEB,2022-151ML,54584,
2022-151MX,54597,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,100.34,98.67,825.0,724.0,,,0,SMALL,9331,2022,151,MX,Y,CZ-6A DEB,2022-151MX,54597,
2022-151NP,54613,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.17,98.84,899.0,824.0,,,0,SMALL,9331,2022,151,NP,Y,CZ-6A DEB,2022-151NP,54613,
2022-151NZ,54623,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,101.96,98.84,883.0,820.0,,,0,SMALL,9331,2022,151,NZ,Y,CZ-6A DEB,2022-151NZ,54623,
2022-151PP,54637,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,101.56,98.84,877.0,788.0,,,0,SMALL,9331,2022,151,PP,Y,CZ-6A DEB,2022-151PP,54637,
2022-151PW,54885,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,101.78,98.82,878.0,807.0,,,0,SMALL,9331,2022,151,PW,Y,CZ-6A DEB,2022-151PW,54885,
2022-151RD,54916,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.14,98.85,896.0,823.0,,,0,SMALL,9331,2022,151,RD,Y,CZ-6A DEB,2022-151RD,54916,
2022-151SV,54956,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.85,98.88,990.0,797.0,,,0,SMALL,9331,2022,151,SV,Y,CZ-6A DEB,2022-151SV,54956,
2022-151TB,54962,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,99.06,98.61,806.0,622.0,,,0,SMALL,9331,2022,151,TB,Y,CZ-6A DEB,2022-151TB,54962,
2022-151YJ,55536,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,101.11,98.8,844.0,779.0,,,0,SMALL,9331,2022,151,YJ,Y,CZ-6A DEB,2022-151YJ,55536,
2022-151YQ,55542,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,101.17,98.81,826.0,803.0,,,0,SMALL,9331,2022,151,YQ,Y,CZ-6A DEB,2022-151YQ,55542,
2014-028AD,55717,DEBRIS,COSMOS 2499 DEB,CIS,2014-05-23,PKMTR,,111.91,82.37,1478.0,1151.0,,,0,SMALL,9331,2014,28,AD,Y,COSMOS 2499 DEB,2014-028AD,55717,
2014-028AU,55732,DEBRIS,COSMOS 2499 DEB,CIS,2014-05-23,PKMTR,,111.82,82.31,1489.0,1131.0,,,0,SMALL,9331,2014,28,AU,Y,COSMOS 2499 DEB,2014-028AU,55732,
2022-151AAU,55896,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,101.2,98.81,842.0,789.0,,,0,SMALL,9331,2022,151,AAU,Y,CZ-6A DEB,2022-151AAU,55896,
2022-151ABF,56239,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,100.45,98.69,827.0,733.0,,,0,SMALL,9331,2022,151,ABF,Y,CZ-6A DEB,2022-151ABF,56239,
2022-151ABQ,56248,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.64,98.85,938.0,829.0,,,0,SMALL,9331,2022,151,ABQ,Y,CZ-6A DEB,2022-151ABQ,56248,
2022-151ABV,56253,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,101.42,98.82,848.0,804.0,,,0,SMALL,9331,2022,151,ABV,Y,CZ-6A DEB,2022-151ABV,56253,
2022-151ABY,56256,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,98.92,98.6,810.0,604.0,,,0,SMALL,9331,2022,151,ABY,Y,CZ-6A DEB,2022-151ABY,56256,
2022-151ABZ,56257,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.26,98.84,922.0,809.0,,,0,SMALL,9331,2022,151,ABZ,Y,CZ-6A DEB,2022-151ABZ,56257,
2022-151ACF,56263,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,99.13,98.52,802.0,632.0,,,0,SMALL,9331,2022,151,ACF,Y,CZ-6A DEB,2022-151ACF,56263,
2022-151ACS,56274,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.42,98.86,919.0,828.0,,,0,SMALL,9331,2022,151,ACS,Y,CZ-6A DEB,2022-151ACS,56274,Perseus M1
2022-151ADZ,56601,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,100.41,98.61,859.0,697.0,,,0,SMALL,9331,2022,151,ADZ,Y,CZ-6A DEB,2022-151ADZ,56601,
2022-151AEH,56609,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,103.23,98.85,1001.0,822.0,,,0,SMALL,9331,2022,151,AEH,Y,CZ-6A DEB,2022-151AEH,56609,
2022-151AEJ,56610,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.24,98.83,903.0,826.0,,,0,SMALL,9331,2022,151,AEJ,Y,CZ-6A DEB,2022-151AEJ,56610,
2022-151AEL,56612,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,101.8,98.82,870.0,818.0,,,0,SMALL,9331,2022,151,AEL,Y,CZ-6A DEB,2022-151AEL,56612,
2022-151AEU,56620,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,103.77,98.91,1050.0,823.0,,,0,SMALL,9331,2022,151,AEU,Y,CZ-6A DEB,2022-151AEU,56620,
2022-151AEX,56623,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.91,98.88,971.0,821.0,,,0,SMALL,9331,2022,151,AEX,Y,CZ-6A DEB,2022-151AEX,56623,
2022-151AFL,56636,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,101.99,98.83,906.0,799.0,,,0,SMALL,9331,2022,151,AFL,Y,CZ-6A DEB,2022-151AFL,56636,
2022-151AFW,56646,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,99.41,98.72,806.0,655.0,,,0,SMALL,9331,2022,151,AFW,Y,CZ-6A DEB,2022-151AFW,56646,
2022-151AHF,56679,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.63,98.96,958.0,808.0,,,0,SMALL,9331,2022,151,AHF,Y,CZ-6A DEB,2022-151AHF,56679,
2022-151AHL,56684,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,102.84,98.89,970.0,816.0,,,0,SMALL,9331,2022,151,AHL,Y,CZ-6A DEB,2022-151AHL,56684,
2013-076BA,57563,DEBRIS,COSMOS 2491 DEB,CIS,2013-12-25,PKMTR,,114.19,82.44,1533.0,1304.0,,,0,SMALL,9331,2013,76,BA,Y,COSMOS 2491 DEB,2013-076BA,57563,
2013-076BF,57568,DEBRIS,COSMOS 2491 DEB,CIS,2013-12-25,PKMTR,,113.75,82.44,1522.0,1275.0,,,0,SMALL,9331,2013,76,BF,Y,COSMOS 2491 DEB,2013-076BF,57568,
2022-151AHV,57578,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,100.59,98.87,822.0,751.0,,,0,SMALL,9331,2022,151,AHV,Y,CZ-6A DEB,2022-151AHV,57578,
2022-151AHZ,58431,DEBRIS,CZ-6A DEB,PRC,2022-11-11,TSC,,101.3,98.84,858.0,783.0,,,0,SMALL,9331,2022,151,AHZ,Y,CZ-6A DEB,2022-151AHZ,58431,
1966-040CF,59976,DEBRIS,NIMBUS 2 DEB,US,1966-05-15,AFWTR,,106.22,100.62,1084.0,1019.0,,,0,SMALL,9331,1966,40,CF,Y,NIMBUS 2 DEB,1966-040CF,59976,
1976-047E,59984,DEBRIS,P 76-5 DEB,US,1976-05-22,AFWTR,,104.89,99.87,1018.0,960.0,,,0,SMALL,9331,1976,47,E,Y,P 76-5 DEB,1976-047E,59984,
1987-053J,60251,DEBRIS,DMSP 5D-2 F8 DEB,US,1987-06-20,AFWTR,,100.98,98.73,817.0,793.0,,,0,MEDIUM,9331,1987,53,J,Y,DMSP 5D-2 F8 DEB,1987-053J,60251,
1987-053K,60252,DEBRIS,DMSP 5D-2 F8 DEB,US,1987-06-20,AFWTR,,101.11,98.72,825.0,797.0,,,0,MEDIUM,9331,1987,53,K,Y,DMSP 5D-2 F8 DEB,1987-053K,60252,
2024-140AB,60626,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,97.38,89.02,785.0,482.0,,,0,MEDIUM,9331,2024,140,AB,Y,CZ-6A DEB,2024-140AB,60626,
2024-140AQ,60639,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,107.79,88.47,1465.0,784.0,,,0,SMALL,9331,2024,140,AQ,Y,CZ-6A DEB,2024-140AQ,60639,
2024-140AW,60645,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,108.17,88.76,1520.0,764.0,,,0,MEDIUM,9331,2024,140,AW,Y,CZ-6A DEB,2024-140AW,60645,
2024-140CT,60690,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.78,89.02,892.0,794.0,,,0,MEDIUM,9331,2024,140,CT,Y,CZ-6A DEB,2024-140CT,60690,
2024-140CW,60693,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,102.05,89.02,918.0,794.0,,,0,SMALL,9331,2024,140,CW,Y,CZ-6A DEB,2024-140CW,60693,
2024-140DA,60697,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.71,89.03,886.0,793.0,,,0,SMALL,9331,2024,140,DA,Y,CZ-6A DEB,2024-140DA,60697,
2024-140DB,60698,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.64,89.02,881.0,791.0,,,0,SMALL,9331,2024,140,DB,Y,CZ-6A DEB,2024-140DB,60698,
2024-140DE,60701,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.37,89.36,890.0,757.0,,,0,SMALL,9331,2024,140,DE,Y,CZ-6A DEB,2024-140DE,60701,
2024-140DX,60718,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,102.43,89.17,952.0,795.0,,,0,MEDIUM,9331,2024,140,DX,Y,CZ-6A DEB,2024-140DX,60718,
2024-140EE,60755,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,102.6,88.78,978.0,786.0,,,0,SMALL,9331,2024,140,EE,Y,CZ-6A DEB,2024-140EE,60755,
2024-140ES,60767,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.65,88.99,883.0,791.0,,,0,SMALL,9331,2024,140,ES,Y,CZ-6A DEB,2024-140ES,60767,
2024-140FN,60787,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.45,88.97,869.0,786.0,,,0,MEDIUM,9331,2024,140,FN,Y,CZ-6A DEB,2024-140FN,60787,
2024-140FW,60795,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.68,89.01,890.0,787.0,,,0,MEDIUM,9331,2024,140,FW,Y,CZ-6A DEB,2024-140FW,60795,
2024-140FX,60796,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,102.52,88.96,963.0,792.0,,,0,MEDIUM,9331,2024,140,FX,Y,CZ-6A DEB,2024-140FX,60796,
2024-140GF,60804,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.9,89.04,905.0,792.0,,,0,SMALL,9331,2024,140,GF,Y,CZ-6A DEB,2024-140GF,60804,Saudicomsat-6
2024-140GR,60814,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,102.1,89.07,924.0,792.0,,,0,SMALL,9331,2024,140,GR,Y,CZ-6A DEB,2024-140GR,60814,
2024-140GZ,60822,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,99.22,89.01,804.0,639.0,,,0,SMALL,9331,2024,140,GZ,Y,CZ-6A DEB,2024-140GZ,60822,
2024-140HF,60828,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,99.85,89.07,810.0,693.0,,,0,SMALL,9331,2024,140,HF,Y,CZ-6A DEB,2024-140HF,60828,
2024-140HW,60843,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.65,89.02,885.0,789.0,,,0,SMALL,9331,2024,140,HW,Y,CZ-6A DEB,2024-140HW,60843,
2024-140JJ,60855,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.84,89.02,900.0,791.0,,,0,MEDIUM,9331,2024,140,JJ,Y,CZ-6A DEB,2024-140JJ,60855,
2024-140KJ,60879,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.54,89.03,872.0,791.0,,,0,SMALL,9331,2024,140,KJ,Y,CZ-6A DEB,2024-140KJ,60879,
2024-140KL,60881,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.12,89.0,838.0,786.0,,,0,SMALL,9331,2024,140,KL,Y,CZ-6A DEB,2024-140KL,60881,
2024-140KR,60886,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.65,89.01,883.0,791.0,,,0,MEDIUM,9331,2024,140,KR,Y,CZ-6A DEB,2024-140KR,60886,
2024-140LE,60899,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.96,89.25,913.0,790.0,,,0,SMALL,9331,2024,140,LE,Y,CZ-6A DEB,2024-140LE,60899,
2024-140LF,60900,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,100.98,88.92,818.0,792.0,,,0,SMALL,9331,2024,140,LF,Y,CZ-6A DEB,2024-140LF,60900,
2024-140LU,60969,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.54,89.01,871.0,793.0,,,0,MEDIUM,9331,2024,140,LU,Y,CZ-6A DEB,2024-140LU,60969,
2024-140LX,60972,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.05,89.0,834.0,783.0,,,0,SMALL,9331,2024,140,LX,Y,CZ-6A DEB,2024-140LX,60972,
2024-140MG,60981,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,102.24,88.85,944.0,786.0,,,0,SMALL,9331,2024,140,MG,Y,CZ-6A DEB,2024-140MG,60981,
2024-140MJ,60983,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,99.86,88.78,789.0,715.0,,,0,SMALL,9331,2024,140,MJ,Y,CZ-6A DEB,2024-140MJ,60983,
2024-140MN,60987,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.55,89.0,870.0,794.0,,,0,SMALL,9331,2024,140,MN,Y,CZ-6A DEB,2024-140MN,60987,
2024-140QR,61147,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,102.1,88.97,922.0,794.0,,,0,SMALL,9331,2024,140,QR,Y,CZ-6A DEB,2024-140QR,61147,
2024-140SC,61267,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.14,89.16,851.0,774.0,,,0,SMALL,9331,2024,140,SC,Y,CZ-6A DEB,2024-140SC,61267,
2024-140SL,61275,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,102.56,88.96,984.0,776.0,,,0,SMALL,9331,2024,140,SL,Y,CZ-6A DEB,2024-140SL,61275,
2024-140UE,61317,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,102.86,88.71,992.0,796.0,,,0,SMALL,9331,2024,140,UE,Y,CZ-6A DEB,2024-140UE,61317,
2024-140UH,61320,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,100.99,89.0,818.0,793.0,,,0,SMALL,9331,2024,140,UH,Y,CZ-6A DEB,2024-140UH,61320,
2024-140UW,61333,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.52,89.01,869.0,792.0,,,0,SMALL,9331,2024,140,UW,Y,CZ-6A DEB,2024-140UW,61333,
2024-140VD,61340,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,98.15,89.02,792.0,548.0,,,0,SMALL,9331,2024,140,VD,Y,CZ-6A DEB,2024-140VD,61340,
2024-140VV,61356,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,100.96,88.97,833.0,775.0,,,0,SMALL,9331,2024,140,VV,Y,CZ-6A DEB,2024-140VV,61356,
2024-140VZ,61360,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.46,89.02,866.0,790.0,,,0,SMALL,9331,2024,140,VZ,Y,CZ-6A DEB,2024-140VZ,61360,
2024-140XD,61388,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,99.48,88.84,784.0,684.0,,,0,SMALL,9331,2024,140,XD,Y,CZ-6A DEB,2024-140XD,61388,
2024-140XP,61398,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,102.38,88.97,946.0,797.0,,,0,SMALL,9331,2024,140,XP,Y,CZ-6A DEB,2024-140XP,61398,
2024-140YP,61422,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,103.51,88.74,1069.0,780.0,,,0,SMALL,9331,2024,140,YP,Y,CZ-6A DEB,2024-140YP,61422,
2024-140ZG,61450,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,100.86,89.12,857.0,742.0,,,0,SMALL,9331,2024,140,ZG,Y,CZ-6A DEB,2024-140ZG,61450,
2024-140ZV,61463,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.34,89.01,861.0,783.0,,,0,SMALL,9331,2024,140,ZV,Y,CZ-6A DEB,2024-140ZV,61463,
2024-140ZZ,61467,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,99.67,88.86,803.0,683.0,,,0,SMALL,9331,2024,140,ZZ,Y,CZ-6A DEB,2024-140ZZ,61467,
2024-140AAZ,61491,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,100.48,88.66,808.0,755.0,,,0,SMALL,9331,2024,140,AAZ,Y,CZ-6A DEB,2024-140AAZ,61491,
2024-140ABP,61799,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,104.72,88.2,1202.0,761.0,,,0,SMALL,9331,2024,140,ABP,Y,CZ-6A DEB,2024-140ABP,61799,
2024-140ACF,61815,DEBRIS,CZ-6A DEB,PRC,2024-08-06,TSC,,101.54,89.03,872.0,791.0,,,0,SMALL,9331,2024,140,ACF,Y,CZ-6A DEB,2024-140ACF,61815,
1977-121CC,64967,DEBRIS,COSMOS 970 DEB,CIS,1977-12-21,TTMTR,,105.69,65.74,1107.0,946.0,,,0,SMALL,9331,1977,121,CC,Y,COSMOS 970 DEB,1977-121CC,64967,
1977-121CE,64969,DEBRIS,COSMOS 970 DEB,CIS,1977-12-21,TTMTR,,104.06,65.79,1028.0,873.0,,,0,SMALL,9331,1977,121,CE,Y,COSMOS 970 DEB,1977-121CE,64969,
1977-121CU,64983,DEBRIS,COSMOS 970 DEB,CIS,1977-12-21,TTMTR,,105.57,65.78,1090.0,952.0,,,0,SMALL,9331,1977,121,CU,Y,COSMOS 970 DEB,1977-121CU,64983,
1977-121CV,64984,DEBRIS,COSMOS 970 DEB,CIS,1977-12-21,TTMTR,,105.67,65.83,1114.0,938.0,,,0,SMALL,9331,1977,121,CV,Y,COSMOS 970 DEB,1977-121CV,64984,
1977-121DC,64991,DEBRIS,COSMOS 970 DEB,CIS,1977-12-21,TTMTR,,103.78,65.81,1030.0,844.0,,,0,SMALL,9331,1977,121,DC,Y,COSMOS 970 DEB,1977-121DC,64991,
1961-015AN,152,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,102.03,66.59,966.0,743.0,,,0,MEDIUM,9332,1961,15,AN,Y,THOR ABLESTAR DEB,1961-015AN,152,
1961-015CD,252,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,104.52,67.08,1013.0,931.0,,,0,SMALL,9332,1961,15,CD,Y,THOR ABLESTAR DEB,1961-015CD,252,
1961-015DB,325,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,101.21,66.91,857.0,775.0,,,0,SMALL,9332,1961,15,DB,Y,THOR ABLESTAR DEB,1961-015DB,325,
1961-015EE,405,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,105.37,66.89,1078.0,945.0,,,0,SMALL,9332,1961,15,EE,Y,THOR ABLESTAR DEB,1961-015EE,405,
1961-015FB,465,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,99.99,66.32,775.0,741.0,,,0,SMALL,9332,1961,15,FB,Y,THOR ABLESTAR DEB,1961-015FB,465,
1961-015GH,548,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,97.63,66.67,720.0,571.0,,,0,SMALL,9332,1961,15,GH,Y,THOR ABLESTAR DEB,1961-015GH,548,
1961-015GJ,549,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,107.75,66.69,1278.0,967.0,,,0,SMALL,9332,1961,15,GJ,Y,THOR ABLESTAR DEB,1961-015GJ,549,
1963-047H,739,DEBRIS,ATLAS CENTAUR 2 DEB,US,1963-11-27,AFETR,,103.97,30.43,1412.0,480.0,,,0,MEDIUM,9332,1963,47,H,Y,ATLAS CENTAUR 2 DEB,1963-047H,739,
1964-083F,967,DEBRIS,THOR ABLESTAR DEB,US,1964-12-13,AFWTR,,105.31,89.95,1024.0,994.0,,,0,SMALL,9332,1964,83,F,Y,THOR ABLESTAR DEB,1964-083F,967,
1965-082GZ,1964,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1965-10-15,AFETR,,100.99,32.2,932.0,679.0,,,0,SMALL,9332,1965,82,GZ,Y,TITAN 3C TRANSTAGE DEB,1965-082GZ,1964,BKA 2 (BelKA 2)
1967-014C,2684,DEBRIS,DIAMANT DEB,FR,1967-02-15,HGSTR,,102.31,39.96,1192.0,544.0,,,0,SMALL,9332,1967,14,C,Y,DIAMANT DEB,1967-014C,2684,
1967-036D,2977,DEBRIS,DELTA 1 DEB,US,1967-04-20,AFWTR,,114.57,101.59,1482.0,1390.0,,,0,SMALL,9332,1967,36,D,Y,DELTA 1 DEB,1967-036D,2977,
1965-070G,3045,DEBRIS,SL-8 DEB *,CIS,1965-09-03,TTMTR,,115.7,55.43,1713.0,1261.0,,,0,SMALL,9332,1965,70,G,Y,SL-8 DEB *,1965-070G,3045,
1968-091Y,3606,DEBRIS,COSMOS 249 DEB,CIS,1968-10-20,TTMTR,,110.29,62.26,1797.0,683.0,,,0,SMALL,9332,1968,91,Y,Y,COSMOS 249 DEB,1968-091Y,3606,
1969-082N,4144,DEBRIS,THORAD AGENA D DEB,US,1969-09-30,AFWTR,,98.51,70.08,710.0,665.0,,,0,SMALL,9332,1969,82,N,Y,THORAD AGENA D DEB,1969-082N,4144,
1969-082X,4155,DEBRIS,THORAD AGENA D DEB,US,1969-09-30,AFWTR,,100.15,70.05,803.0,728.0,,,0,SMALL,9332,1969,82,X,Y,THORAD AGENA D DEB,1969-082X,4155,
1969-082AD,4161,DEBRIS,THORAD AGENA D DEB,US,1969-09-30,AFWTR,,102.9,70.02,940.0,852.0,,,0,SMALL,9332,1969,82,AD,Y,THORAD AGENA D DEB,1969-082AD,4161,
1969-082AM,4169,DEBRIS,THORAD AGENA D DEB,US,1969-09-30,AFWTR,,98.32,70.18,702.0,654.0,,,0,SMALL,9332,1969,82,AM,Y,THORAD AGENA D DEB,1969-082AM,4169,Reimei (Innovative Technology Demonstration Experiment Satellite - INDEX)
1969-082DR,4311,DEBRIS,THORAD AGENA D DEB,US,1969-09-30,AFWTR,,97.62,70.33,682.0,607.0,,,0,SMALL,9332,1969,82,DR,Y,THORAD AGENA D DEB,1969-082DR,4311,
1969-082EW,4451,DEBRIS,THORAD AGENA D DEB,US,1969-09-30,AFWTR,,98.97,70.03,732.0,687.0,,,0,SMALL,9332,1969,82,EW,Y,THORAD AGENA D DEB,1969-082EW,4451,
1970-089L,4668,DEBRIS,COSMOS 374 DEB,CIS,1970-10-23,TTMTR,,111.88,62.98,2030.0,596.0,,,0,SMALL,9332,1970,89,L,Y,COSMOS 374 DEB,1970-089L,4668,
1970-025CM,4738,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,101.69,100.1,873.0,805.0,,,0,SMALL,9332,1970,25,CM,Y,THORAD AGENA D DEB,1970-025CM,4738,
1970-025DA,4752,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,101.71,99.87,854.0,825.0,,,0,SMALL,9332,1970,25,DA,Y,THORAD AGENA D DEB,1970-025DA,4752,
