active_debris_updated,,,,,,,,,,,,,,,,,,,,,,,,
INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER,satname
1970-025DS,4772,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,108.54,99.74,1295.0,1023.0,,,0,SMALL,9332,1970,25,DS,Y,THORAD AGENA D DEB,1970-025DS,4772,
1970-025DZ,4818,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,109.9,99.9,1426.0,1018.0,,,0,MEDIUM,9332,1970,25,DZ,Y,THORAD AGENA D DEB,1970-025DZ,4818,
1969-082HE,4895,DEBRIS,THORAD AGENA D DEB,US,1969-09-30,AFWTR,,99.84,70.17,781.0,721.0,,,0,SMALL,9332,1969,82,HE,Y,THORAD AGENA D DEB,1969-082HE,4895,
1970-025FQ,4918,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,108.31,99.46,1271.0,1027.0,,,0,SMALL,9332,1970,25,FQ,Y,THORAD AGENA D DEB,1970-025FQ,4918,
1970-025GT,4973,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,102.46,100.01,941.0,809.0,,,0,SMALL,9332,1970,25,GT,Y,THORAD AGENA D DEB,1970-025GT,4973,
1970-025HP,4993,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,102.74,100.18,949.0,828.0,,,0,SMALL,9332,1970,25,HP,Y,THORAD AGENA D DEB,1970-025HP,4993,
1970-025JA,5026,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,104.56,100.19,998.0,950.0,,,0,SMALL,9332,1970,25,JA,Y,THORAD AGENA D DEB,1970-025JA,5026,exactView 9
1971-067N,5384,DEBRIS,OV1-20/OV1-21 DEB,US,1971-08-07,AFWTR,,101.04,87.63,864.0,752.0,,,0,MEDIUM,9332,1971,67,N,Y,OV1-20/OV1-21 DEB,1971-067N,5384,
1969-082JP,5755,DEBRIS,THORAD AGENA D DEB,US,1969-09-30,AFWTR,,99.44,69.93,740.0,724.0,,,0,SMALL,9332,1969,82,JP,Y,THORAD AGENA D DEB,1969-082JP,5755,
1970-025NB,6167,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,105.19,100.13,1027.0,980.0,,,0,SMALL,9332,1970,25,NB,Y,THORAD AGENA D DEB,1970-025NB,6167,
1968-091CG,6176,DEBRIS,COSMOS 249 DEB *,CIS,1968-10-20,TTMTR,,110.06,65.73,1578.0,881.0,,,0,SMALL,9332,1968,91,CG,Y,COSMOS 249 DEB *,1968-091CG,6176,
1972-069D,6284,DEBRIS,SCOUT B-1 DEB,US,1972-09-02,AFWTR,,97.75,90.46,679.0,623.0,,,0,SMALL,9332,1972,69,D,Y,SCOUT B-1 DEB,1972-069D,6284,
1970-025NG,6765,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,,106.22,99.81,1063.0,1039.0,,,0,SMALL,9332,1970,25,NG,Y,THORAD AGENA D DEB,1970-025NG,6765,
1973-086D,7013,DEBRIS,DELTA 1 DEB,US,1973-11-06,AFWTR,,115.03,102.02,1511.0,1403.0,,,0,MEDIUM,9332,1973,86,D,Y,DELTA 1 DEB,1973-086D,7013,
1973-086DN,7148,DEBRIS,DELTA 1 DEB,US,1973-11-06,AFWTR,,117.46,102.07,1668.0,1465.0,,,0,SMALL,9332,1973,86,DN,Y,DELTA 1 DEB,1973-086DN,7148,
1973-086ER,7180,DEBRIS,DELTA 1 DEB,US,1973-11-06,AFWTR,,112.57,102.24,1463.0,1226.0,,,0,SMALL,9332,1973,86,ER,Y,DELTA 1 DEB,1973-086ER,7180,
1973-086EZ,7191,DEBRIS,DELTA 1 DEB,US,1973-11-06,AFWTR,,118.67,102.15,1827.0,1416.0,,,0,SMALL,9332,1973,86,EZ,Y,DELTA 1 DEB,1973-086EZ,7191,
1975-064C,8039,DEBRIS,SL-3 DEB,CIS,1975-07-11,PKMTR,,102.18,81.3,882.0,841.0,,,0,SMALL,9332,1975,64,C,Y,SL-3 DEB,1975-064C,8039,
1974-089DF,8592,DEBRIS,THORAD DELTA 1 DEB,US,1974-11-15,AFWTR,,116.89,101.84,1639.0,1444.0,,,0,SMALL,9332,1974,89,DF,Y,THORAD DELTA 1 DEB,1974-089DF,8592,
1975-004DE,9040,DEBRIS,DELTA 1 DEB,US,1975-01-22,AFWTR,,99.4,97.96,762.0,697.0,,,0,SMALL,9332,1975,4,DE,Y,DELTA 1 DEB,1975-004DE,9040,
1976-126F,9649,DEBRIS,COSMOS 886 DEB,CIS,1976-12-27,TTMTR,,113.26,65.93,2083.0,669.0,,,0,MEDIUM,9332,1976,126,F,Y,COSMOS 886 DEB,1976-126F,9649,
1977-002C,9663,DEBRIS,SL-3 DEB,CIS,1977-01-06,PKMTR,,102.65,81.27,889.0,879.0,,,0,SMALL,9332,1977,2,C,Y,SL-3 DEB,1977-002C,9663,
1976-126AL,9824,DEBRIS,COSMOS 886 DEB,CIS,1976-12-27,TTMTR,,108.11,65.81,1782.0,497.0,,,0,SMALL,9332,1976,126,AL,Y,COSMOS 886 DEB,1976-126AL,9824,
1974-089EG,9989,DEBRIS,THORAD DELTA 1 DEB,US,1974-11-15,AFWTR,,115.32,103.04,1622.0,1318.0,,,0,SMALL,9332,1974,89,EG,Y,THORAD DELTA 1 DEB,1974-089EG,9989,
1977-065AL,10207,DEBRIS,DELTA 1 DEB,US,1977-07-14,AFETR,,113.08,29.09,1894.0,842.0,,,0,MEDIUM,9332,1977,65,AL,Y,DELTA 1 DEB,1977-065AL,10207,
1977-065CD,10252,DEBRIS,DELTA 1 DEB,US,1977-07-14,AFETR,,108.48,28.85,1727.0,586.0,,,0,SMALL,9332,1977,65,CD,Y,DELTA 1 DEB,1977-065CD,10252,
1976-067H,10414,DEBRIS,COSMOS 839 DEB,CIS,1976-07-08,PKMTR,,118.19,65.88,2096.0,1103.0,,,0,SMALL,9332,1976,67,H,Y,COSMOS 839 DEB,1976-067H,10414,
1976-067W,10445,DEBRIS,COSMOS 839 DEB,CIS,1976-07-08,PKMTR,,119.06,65.96,2163.0,1115.0,,,0,SMALL,9332,1976,67,W,Y,COSMOS 839 DEB,1976-067W,10445,
1976-067AJ,10465,DEBRIS,COSMOS 839 DEB,CIS,1976-07-08,PKMTR,,114.35,65.56,1999.0,853.0,,,0,SMALL,9332,1976,67,AJ,Y,COSMOS 839 DEB,1976-067AJ,10465,
1977-065EC,10470,DEBRIS,DELTA 1 DEB,US,1977-07-14,AFETR,,104.47,29.1,1406.0,533.0,,,0,MEDIUM,9332,1977,65,EC,Y,DELTA 1 DEB,1977-065EC,10470,
1976-077K,10649,DEBRIS,DELTA 1 DEB,US,1976-07-29,AFWTR,,122.01,102.28,2078.0,1463.0,,,0,SMALL,9332,1976,77,K,Y,DELTA 1 DEB,1976-077K,10649,
1976-077AL,10715,DEBRIS,DELTA 1 DEB,US,1976-07-29,AFWTR,,123.72,102.52,2204.0,1489.0,,,0,MEDIUM,9332,1976,77,AL,Y,DELTA 1 DEB,1976-077AL,10715,
1976-077AU,10747,DEBRIS,DELTA 1 DEB,US,1976-07-29,AFWTR,,105.65,101.11,1116.0,934.0,,,0,SMALL,9332,1976,77,AU,Y,DELTA 1 DEB,1976-077AU,10747,
1978-026BK,12218,DEBRIS,DELTA 1 DEB,US,1978-03-05,AFWTR,,102.99,99.35,938.0,863.0,,,0,SMALL,9332,1978,26,BK,Y,DELTA 1 DEB,1978-026BK,12218,
1976-077DP,12534,DEBRIS,DELTA 1 DEB,US,1976-07-29,AFWTR,,116.4,102.02,1562.0,1476.0,,,0,SMALL,9332,1976,77,DP,Y,DELTA 1 DEB,1976-077DP,12534,
1976-077DT,12538,DEBRIS,DELTA 1 DEB,US,1976-07-29,AFWTR,,119.43,102.78,1815.0,1495.0,,,0,SMALL,9332,1976,77,DT,Y,DELTA 1 DEB,1976-077DT,12538,
1981-053C,12648,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,104.22,82.97,968.0,948.0,,,0,MEDIUM,9332,1981,53,C,Y,COSMOS 1275 DEB,1981-053C,12648,
1981-053V,12665,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,104.08,82.97,976.0,926.0,,,0,SMALL,9332,1981,53,V,Y,COSMOS 1275 DEB,1981-053V,12665,
1981-053AS,12698,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,100.46,82.9,787.0,773.0,,,0,SMALL,9332,1981,53,AS,Y,COSMOS 1275 DEB,1981-053AS,12698,
1981-053AU,12700,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,102.1,82.78,892.0,824.0,,,0,SMALL,9332,1981,53,AU,Y,COSMOS 1275 DEB,1981-053AU,12700,
1981-053BP,12722,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,103.65,82.9,979.0,883.0,,,0,SMALL,9332,1981,53,BP,Y,COSMOS 1275 DEB,1981-053BP,12722,
1981-053DX,12781,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,103.97,83.17,998.0,894.0,,,0,SMALL,9332,1981,53,DX,Y,COSMOS 1275 DEB,1981-053DX,12781,
1981-053EJ,12963,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,104.11,82.94,971.0,934.0,,,0,SMALL,9332,1981,53,EJ,Y,COSMOS 1275 DEB,1981-053EJ,12963,
1981-053ER,13019,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,102.75,82.94,938.0,840.0,,,0,SMALL,9332,1981,53,ER,Y,COSMOS 1275 DEB,1981-053ER,13019,
1981-053ET,13021,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,102.45,83.14,889.0,860.0,,,0,SMALL,9332,1981,53,ET,Y,COSMOS 1275 DEB,1981-053ET,13021,
1978-063C,13497,DEBRIS,SL-8 DEB *,CIS,1978-06-21,PKMTR,,98.19,74.05,681.0,663.0,,,0,SMALL,9332,1978,63,C,Y,SL-8 DEB *,1978-063C,13497,
1965-108U,13906,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1965-12-21,AFETR,,517.9,26.61,29389.0,580.0,,,0,MEDIUM,9332,1965,108,U,Y,TITAN 3C TRANSTAGE DEB,1965-108U,13906,
1983-075D,14229,DEBRIS,SL-3 DEB,CIS,1983-07-24,TTMTR,,95.43,97.88,558.0,521.0,,,0,SMALL,9332,1983,75,D,Y,SL-3 DEB,1983-075D,14229,
1965-027M,14515,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,111.0,90.24,1294.0,1251.0,,,0,SMALL,9332,1965,27,M,Y,OPS 4682 DEB,1965-027M,14515,
1976-098C,14816,DEBRIS,SL-8 DEB *,CIS,1976-09-29,PKMTR,,98.28,74.03,685.0,668.0,,,0,SMALL,9332,1976,98,C,Y,SL-8 DEB *,1976-098C,14816,
1977-121BK,14906,DEBRIS,COSMOS 970 DEB,CIS,1977-12-21,TTMTR,,104.87,65.95,1078.0,899.0,,,0,SMALL,9332,1977,121,BK,Y,COSMOS 970 DEB,1977-121BK,14906,
1968-097EF,15519,DEBRIS,COSMOS 252 DEB,CIS,1968-11-01,TTMTR,,110.16,62.38,1895.0,573.0,,,0,SMALL,9332,1968,97,EF,Y,COSMOS 252 DEB,1968-097EF,15519,
1977-121BM,15559,DEBRIS,COSMOS 970 DEB,CIS,1977-12-21,TTMTR,,105.47,65.58,1101.0,933.0,,,0,SMALL,9332,1977,121,BM,Y,COSMOS 970 DEB,1977-121BM,15559,
1981-053KE,15780,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,103.15,82.82,944.0,871.0,,,0,SMALL,9332,1981,53,KE,Y,COSMOS 1275 DEB,1981-053KE,15780,
1982-055K,16208,DEBRIS,COSMOS 1375 DEB,CIS,1982-06-06,PKMTR,,104.64,65.83,1014.0,941.0,,,0,MEDIUM,9332,1982,55,K,Y,COSMOS 1375 DEB,1982-055K,16208,
1982-055X,16383,DEBRIS,COSMOS 1375 DEB,CIS,1982-06-06,PKMTR,,104.64,65.83,1005.0,950.0,,,0,MEDIUM,9332,1982,55,X,Y,COSMOS 1375 DEB,1982-055X,16383,
1977-121BP,17732,DEBRIS,COSMOS 970 DEB *,CIS,1977-12-21,TTMTR,,102.91,65.81,1021.0,772.0,,,0,SMALL,9332,1977,121,BP,Y,COSMOS 970 DEB *,1977-121BP,17732,
1981-053LP,17793,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,108.08,83.15,1340.0,936.0,,,0,SMALL,9332,1981,53,LP,Y,COSMOS 1275 DEB,1981-053LP,17793,
1965-027AB,18427,DEBRIS,OPS 4682 DEB,US,1965-04-03,AFWTR,,110.37,90.27,1259.0,1229.0,,,0,SMALL,9332,1965,27,AB,Y,OPS 4682 DEB,1965-027AB,18427,
1987-041F,18476,DEBRIS,SL-16 DEB,CIS,1987-05-13,TTMTR,,104.87,70.99,1142.0,834.0,,,0,SMALL,9332,1987,41,F,Y,SL-16 DEB,1987-041F,18476,
1982-051F,18510,DEBRIS,SL-8 DEB *,CIS,1982-06-01,PKMTR,,98.61,73.99,699.0,685.0,,,0,SMALL,9332,1982,51,F,Y,SL-8 DEB *,1982-051F,18510,
1985-042K,18767,DEBRIS,SL-12 DEB,CIS,1985-05-30,TTMTR,,102.53,66.59,976.0,781.0,,,0,SMALL,9332,1985,42,K,Y,SL-12 DEB,1985-042K,18767,
1981-053ME,19027,DEBRIS,COSMOS 1275 DEB,CIS,1981-06-04,PKMTR,,101.6,83.0,877.0,792.0,,,0,SMALL,9332,1981,53,ME,Y,COSMOS 1275 DEB,1981-053ME,19027,
1988-039E,19127,DEBRIS,SL-16 DEB,CIS,1988-05-15,TTMTR,,104.9,70.99,1142.0,837.0,,,0,SMALL,9332,1988,39,E,Y,SL-16 DEB,1988-039E,19127,
1968-097ES,19309,DEBRIS,COSMOS 252 DEB,CIS,1968-11-01,TTMTR,,110.4,62.38,1925.0,565.0,,,0,SMALL,9332,1968,97,ES,Y,COSMOS 252 DEB,1968-097ES,19309,
1988-102C,19656,DEBRIS,SL-16 DEB,CIS,1988-11-23,TTMTR,,104.96,70.98,1147.0,839.0,,,0,SMALL,9332,1988,102,C,Y,SL-16 DEB,1988-102C,19656,
1990-046E,20628,DEBRIS,SL-16 DEB,CIS,1990-05-22,TTMTR,,104.92,70.97,1142.0,839.0,,,0,SMALL,9332,1990,46,E,Y,SL-16 DEB,1990-046E,20628,
1990-081AZ,20889,DEBRIS,CZ-4 DEB,PRC,1990-09-03,TSC,,102.35,98.91,919.0,821.0,,,0,MEDIUM,9332,1990,81,AZ,Y,CZ-4 DEB,1990-081AZ,20889,
1990-081CB,20969,DEBRIS,CZ-4 DEB,PRC,1990-09-03,TSC,,99.47,98.43,761.0,705.0,,,0,MEDIUM,9332,1990,81,CB,Y,CZ-4 DEB,1990-081CB,20969,
1991-009AH,21170,DEBRIS,SL-8 DEB,CIS,1991-02-12,PKMTR,,118.72,74.11,1745.0,1502.0,,,0,MEDIUM,9332,1991,9,AH,Y,SL-8 DEB,1991-009AH,21170,
1991-009BK,21252,DEBRIS,SL-8 DEB,CIS,1991-02-12,PKMTR,,117.55,74.11,1673.0,1469.0,,,0,SMALL,9332,1991,9,BK,Y,SL-8 DEB,1991-009BK,21252,
1975-052W,21285,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,107.36,99.65,1120.0,1089.0,,,0,MEDIUM,9332,1975,52,W,Y,DELTA 1 DEB,1975-052W,21285,
1975-052AZ,21331,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,107.48,99.67,1130.0,1091.0,,,0,SMALL,9332,1975,52,AZ,Y,DELTA 1 DEB,1975-052AZ,21331,
1991-009BR,21402,DEBRIS,SL-8 DEB,CIS,1991-02-12,PKMTR,,118.19,74.03,1709.0,1490.0,,,0,SMALL,9332,1991,9,BR,Y,SL-8 DEB,1991-009BR,21402,
1991-041C,21420,DEBRIS,SL-8 DEB,CIS,1991-06-11,PKMTR,,99.52,74.07,740.0,731.0,,,0,SMALL,9332,1991,41,C,Y,SL-8 DEB,1991-041C,21420,
1975-052FT,21498,DEBRIS,DELTA 1 DEB,US,1975-06-12,AFWTR,,111.18,99.7,1482.0,1080.0,,,0,SMALL,9332,1975,52,FT,Y,DELTA 1 DEB,1975-052FT,21498,
1961-015MM,21986,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,,102.4,66.88,941.0,803.0,,,0,SMALL,9332,1961,15,MM,Y,THOR ABLESTAR DEB,1961-015MM,21986,
1992-093AA,22337,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,104.01,71.29,1056.0,839.0,,,0,MEDIUM,9332,1992,93,AA,Y,SL-16 DEB,1992-093AA,22337,
1992-093BG,22367,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,104.09,70.9,1091.0,813.0,,,0,MEDIUM,9332,1992,93,BG,Y,SL-16 DEB,1992-093BG,22367,
1992-093CN,22397,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,100.63,70.8,812.0,765.0,,,0,SMALL,9332,1992,93,CN,Y,SL-16 DEB,1992-093CN,22397,
1992-093CX,22406,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,104.08,70.75,1078.0,825.0,,,0,SMALL,9332,1992,93,CX,Y,SL-16 DEB,1992-093CX,22406,
1992-093DS,22425,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,103.22,71.18,992.0,830.0,,,0,SMALL,9332,1992,93,DS,Y,SL-16 DEB,1992-093DS,22425,
1992-093GF,22496,DEBRIS,SL-16 DEB,CIS,1992-12-25,TTMTR,,103.02,71.21,968.0,835.0,,,0,SMALL,9332,1992,93,GF,Y,SL-16 DEB,1992-093GF,22496,
1993-016C,22575,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,104.85,71.01,1137.0,838.0,,,0,SMALL,9332,1993,16,C,Y,SL-16 DEB,1993-016C,22575,
1993-041D,22707,DEBRIS,SCOUT G-1 DEB,US,1993-06-25,AFWTR,,100.89,90.14,899.0,702.0,,,0,SMALL,9332,1993,41,D,Y,SCOUT G-1 DEB,1993-041D,22707,
1985-118R,23294,DEBRIS,SL-12 DEB,CIS,1985-12-24,TTMTR,,305.4,65.13,16810.0,478.0,,,0,MEDIUM,9332,1985,118,R,Y,SL-12 DEB,1985-118R,23294,
1994-083D,23434,DEBRIS,COSMOS 2298 DEB,CIS,1994-12-20,PKMTR,,100.1,74.03,772.0,755.0,,,0,SMALL,9332,1994,83,D,Y,COSMOS 2298 DEB,1994-083D,23434,
1991-006C,24752,DEBRIS,SL-8 DEB,CIS,1991-01-29,PKMTR,,104.18,82.91,973.0,940.0,,,0,SMALL,9332,1991,6,C,Y,SL-8 DEB,1991-006C,24752,
1987-068AF,25204,DEBRIS,SL-14 DEB,CIS,1987-08-18,PKMTR,,102.53,82.43,955.0,802.0,,,0,SMALL,9332,1987,68,AF,Y,SL-14 DEB,1987-068AF,25204,
1981-043D,25255,DEBRIS,SL-3 DEB,CIS,1981-05-14,PKMTR,,102.23,81.29,899.0,829.0,,,0,SMALL,9332,1981,43,D,Y,SL-3 DEB,1981-043D,25255,
1966-040G,25614,DEBRIS,NIMBUS 2 DEB,US,1966-05-15,AFWTR,,105.72,100.51,1071.0,985.0,,,0,SMALL,9332,1966,40,G,Y,NIMBUS 2 DEB,1966-040G,25614,
1999-039F,25865,DEBRIS,SL-16 DEB,CIS,1999-07-17,TTMTR,,100.23,97.84,896.0,643.0,,,0,SMALL,9332,1999,39,F,Y,SL-16 DEB,1999-039F,25865,Beidou 3M1
1991-068X,26012,DEBRIS,SL-14 DEB,CIS,1991-09-28,PKMTR,,115.48,82.74,1508.0,1447.0,,,0,MEDIUM,9332,1991,68,X,Y,SL-14 DEB,1991-068X,26012,
1987-020DS,26111,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,,115.86,73.6,1518.0,1470.0,,,0,SMALL,9332,1987,20,DS,Y,COSMOS 1823 DEB,1987-020DS,26111,
1999-057BW,26184,DEBRIS,CZ-4 DEB,PRC,1999-10-14,TSC,,100.16,98.76,842.0,691.0,,,0,SMALL,9332,1999,57,BW,Y,CZ-4 DEB,1999-057BW,26184,
1999-057CW,26208,DEBRIS,CZ-4 DEB,PRC,1999-10-14,TSC,,98.99,98.52,760.0,661.0,,,0,SMALL,9332,1999,57,CW,Y,CZ-4 DEB,1999-057CW,26208,
1999-057FB,26265,DEBRIS,CZ-4 DEB,PRC,1999-10-14,TSC,,99.78,98.66,817.0,679.0,,,0,SMALL,9332,1999,57,FB,Y,CZ-4 DEB,1999-057FB,26265,
1999-057GW,26313,DEBRIS,CZ-4 DEB,PRC,1999-10-14,TSC,,98.83,98.47,754.0,651.0,,,0,SMALL,9332,1999,57,GW,Y,CZ-4 DEB,1999-057GW,26313,
1981-021N,26511,DEBRIS,COSMOS 1249 COOLANT,CIS,1981-03-05,TTMTR,,103.47,64.96,965.0,880.0,,,0,SMALL,9332,1981,21,N,Y,COSMOS 1249 COOLANT,1981-021N,26511,
1984-069J,26517,DEBRIS,COSMOS 1579 COOLANT,CIS,1984-06-29,TTMTR,,103.51,65.05,946.0,903.0,,,0,SMALL,9332,1984,69,J,Y,COSMOS 1579 COOLANT,1984-069J,26517,
1993-016AJ,26968,DEBRIS,SL-16 DEB,CIS,1993-03-26,TTMTR,,99.81,71.0,755.0,744.0,,,0,SMALL,9332,1993,16,AJ,Y,SL-16 DEB,1993-016AJ,26968,
1989-006Y,27043,DEBRIS,ARIANE 2 DEB,FR,1989-01-27,FRGUI,,639.75,8.6,35755.0,677.0,,,0,MEDIUM,9332,1989,6,Y,Y,ARIANE 2 DEB,1989-006Y,27043,
2001-049KB,27305,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,,97.34,98.24,659.0,604.0,,,0,SMALL,9332,2001,49,KB,Y,PSLV DEB,2001-049KB,27305,
1994-029AEJ,27679,DEBRIS,PEGASUS DEB,US,1994-05-19,AFWTR,,100.5,81.98,996.0,569.0,,,0,SMALL,9332,1994,29,AEJ,Y,PEGASUS DEB,1994-029AEJ,27679,
1965-004E,27720,DEBRIS,DELTA 1 DEB,US,1965-01-22,AFETR,,119.09,96.49,2577.0,703.0,,,0,SMALL,9332,1965,4,E,Y,DELTA 1 DEB,1965-004E,27720,
1981-120J,27737,DEBRIS,SL-8 DEB,CIS,1981-12-17,PKMTR,,119.19,82.96,1667.0,1622.0,,,0,SMALL,9332,1981,120,J,Y,SL-8 DEB,1981-120J,27737,
1988-074H,28672,DEBRIS,SCOUT G-1 DEB,US,1988-08-25,AFWTR,,105.94,90.0,1104.0,973.0,,,0,SMALL,9332,1988,74,H,Y,SCOUT G-1 DEB,1988-074H,28672,
2001-049PF,28853,DEBRIS,PSLV DEB,IND,2001-10-22,SRI,,95.88,98.03,581.0,541.0,,,0,SMALL,9332,2001,49,PF,Y,PSLV DEB,2001-049PF,28853,
1988-005E,28990,DEBRIS,METEOR 2-17 DEB,CIS,1988-01-30,PKMTR,,102.6,82.51,890.0,873.0,,,0,SMALL,9332,1988,5,E,Y,METEOR 2-17 DEB,1988-005E,28990,
2005-049E,29106,DEBRIS,MSG 2 DEB (COOLER COVER),EUME,2005-12-21,FRGUI,,1423.28,12.56,35619.0,35451.0,,,0,MEDIUM,9332,2005,49,E,Y,MSG 2 DEB (COOLER COVER),2005-049E,29106,
2006-050D,29525,DEBRIS,DMSP 5D-3 F17 DEB,US,2006-11-04,AFWTR,,100.67,98.55,793.0,787.0,,,0,SMALL,9332,2006,50,D,Y,DMSP 5D-3 F17 DEB,2006-050D,29525,
1999-025BW,29780,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.34,99.28,851.0,793.0,,,0,SMALL,9332,1999,25,BW,Y,FENGYUN 1C DEB,1999-025BW,29780,
1999-025CC,29786,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.19,98.74,918.0,807.0,,,0,SMALL,9332,1999,25,CC,Y,FENGYUN 1C DEB,1999-025CC,29786,
1999-025DW,29828,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.26,98.77,910.0,821.0,,,0,SMALL,9332,1999,25,DW,Y,FENGYUN 1C DEB,1999-025DW,29828,
1999-025GH,29887,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.44,98.72,985.0,574.0,,,0,SMALL,9332,1999,25,GH,Y,FENGYUN 1C DEB,1999-025GH,29887,
1999-025GK,29889,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.87,99.48,959.0,736.0,,,0,SMALL,9332,1999,25,GK,Y,FENGYUN 1C DEB,1999-025GK,29889,
1999-025GP,29893,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,104.39,98.55,1093.0,838.0,,,0,SMALL,9332,1999,25,GP,Y,FENGYUN 1C DEB,1999-025GP,29893,
1999-025LX,29997,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,102.79,98.88,949.0,832.0,,,0,SMALL,9332,1999,25,LX,Y,FENGYUN 1C DEB,1999-025LX,29997,
1999-025MC,30003,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.92,99.58,1049.0,839.0,,,0,MEDIUM,9332,1999,25,MC,Y,FENGYUN 1C DEB,1999-025MC,30003,
1999-025SE,30125,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.22,98.72,1063.0,570.0,,,0,SMALL,9332,1999,25,SE,Y,FENGYUN 1C DEB,1999-025SE,30125,
1999-025TY,30167,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,99.41,98.97,833.0,628.0,,,0,SMALL,9332,1999,25,TY,Y,FENGYUN 1C DEB,1999-025TY,30167,
1999-025UD,30172,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.95,99.23,901.0,801.0,,,0,SMALL,9332,1999,25,UD,Y,FENGYUN 1C DEB,1999-025UD,30172,
1999-025YM,30276,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.91,98.86,820.0,784.0,,,0,SMALL,9332,1999,25,YM,Y,FENGYUN 1C DEB,1999-025YM,30276,
1999-025YN,30277,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.87,98.97,937.0,758.0,,,0,SMALL,9332,1999,25,YN,Y,FENGYUN 1C DEB,1999-025YN,30277,
1999-025ZF,30294,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,100.35,98.36,917.0,634.0,,,0,SMALL,9332,1999,25,ZF,Y,FENGYUN 1C DEB,1999-025ZF,30294,
1999-025ZK,30298,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,101.42,99.0,861.0,790.0,,,0,SMALL,9332,1999,25,ZK,Y,FENGYUN 1C DEB,1999-025ZK,30298,
1999-025ZW,30309,DEBRIS,FENGYUN 1C DEB,PRC,1999-05-10,TSC,,103.34,99.23,984.0,848.0,,,0,SMALL,9332,1999,25,ZW,Y,FENGYUN 1C DEB,1999-025ZW,30309,
